"GIDTR","State","State_name","County","County_name","Tract","Low_Response_Score","Mail_Return_Rate_CEN_2010","Tot_Population_ACS_12_16","Med_HHD_Inc_ACS_12_16","pct_Pop_under_5_ACS_12_16","pct_Pop_18_24_ACS_12_16","pct_Pop_65plus_ACS_12_16","pct_Prs_Blw_Pov_Lev_ACS_12_16","pct_Female_No_HB_ACS_12_16","pct_Not_HS_Grad_ACS_12_16","pct_NH_Blk_alone_ACS_12_16","pct_NH_White_alone_ACS_12_16","pct_Hispanic_ACS_12_16","pct_NH_AIAN_alone_ACS_12_16","pct_NH_Asian_alone_ACS_12_16","pct_NH_NHOPI_alone_ACS_12_16","pct_NH_SOR_alone_ACS_12_16","pct_Born_foreign_ACS_12_16","pct_ENG_VW_ACS_12_16","pct_Age5p_Spanish_ACS_12_16","pct_Age5p_Russian_ACS_12_16","pct_Age5p_Chinese_ACS_12_16","pct_Age5p_Korean_ACS_12_16","pct_Age5p_Vietnames_ACS_12_16","pct_Age5p_Tagalog_ACS_12_16","pct_Age5p_Arabic_ACS_12_16","Tot_Housing_Units_ACS_12_16","Tot_Occp_Units_ACS_12_16","pct_Renter_Occp_HU_ACS_12_16","pct_Rel_Under_6_ACS_12_16","pct_Diff_HU_1yr_Ago_ACS_12_16","pct_Vacant_Units_ACS_12_16","pct_MLT_U10p_ACS_12_16","pct_Single_Unit_ACS_12_16","pct_Crowd_Occp_U_ACS_12_16","pct_minority","pct_multiunit","pcat_all","pcat_10x1"
"09009175100","09","Connecticut","009","New Haven County","175100",22.8,81.9,3055,"$61,581",3.5,11.46,15.94,4.62,15.95,7.81,2.03,71.82,21.9,0,3.04,0,0,8.28,1.49,4.82,0.27,0.31,0,0,0,0,1425,1210,43.14,16.41,11.09,15.09,2.32,48.49,0,28.18,51.51,5,4
"09009175200","09","Connecticut","009","New Haven County","175200",23.2,77.4,2350,"$61,161",8.04,9.02,12.34,7.87,8.69,11.38,0,77.53,19.79,0,1.53,0,0,13.79,4.4,5.09,0,0,0,1.16,0,0,1161,932,44.85,27.66,8.19,19.72,18,37.12,0.86,22.47,62.88,5,5
"09009175300","09","Connecticut","009","New Haven County","175300",17.3,79.8,4274,"$66,642",5.36,7.04,19.49,4.92,12.18,6.82,1.31,81.87,7.74,0,8.35,0,0,9.27,1.96,0.69,0,1.53,0,0,0.42,0.15,1927,1839,27.19,14.9,8.66,4.57,11.05,70.32,0.76,18.13,29.68,5,4
"09009175400","09","Connecticut","009","New Haven County","175400",23.2,78.8,4105,"$61,194",3.51,7.53,11.89,9.38,8.55,12.21,3.34,71.35,17.76,0,3.12,0.68,0.24,14.45,4.07,5.2,0,0,0,0,0,1.41,2096,1743,55.31,10.53,8.04,16.84,13.17,45.32,1.78,28.65,54.68,5,4
"09009175500","09","Connecticut","009","New Haven County","175500",14.5,84.6,7877,"$70,788",6.16,4.62,27.6,2.92,6.87,6.85,2.36,87.17,3.12,0,6.63,0,0,9.34,0.45,0.22,0,0.18,0,0,0,1.6,3584,3321,27.85,16.3,10.96,7.34,24.69,64.87,2.26,12.83,35.13,5,4
"09009175600","09","Connecticut","009","New Haven County","175600",15.5,86.1,4919,"$85,049",1.83,6.04,18.19,2.26,7.88,6.58,2.36,86.3,4.43,0.18,1.85,0,0,5.61,1.3,0.21,0,0,0,1.45,0,0,2033,1841,8.26,8.79,3.04,9.44,5.66,78.55,0.43,13.7,21.45,5,4
"09009175700","09","Connecticut","009","New Haven County","175700",16.6,83.8,2564,"$95,363",4.6,8.93,13.53,6.28,8.89,5.71,0,90.13,5.93,0,3.55,0,0,5.3,1.32,0.33,0,0.7,0,0,0,0,969,911,21.51,13.31,6.19,5.99,0.62,87.72,0.66,9.87,12.28,5,4
"09009175800","09","Connecticut","009","New Haven County","175800",12.4,86.4,4026,"$115,714",3.18,8.05,16.24,2.26,10.41,6.96,0,87.23,5.59,0,6.63,0,0,8.84,0,0.28,0.26,0,0,0.38,0,0,1514,1470,7.07,8.43,5.54,2.91,0.53,98.94,0.48,12.77,1.06,5,4
"09009175900","09","Connecticut","009","New Haven County","175900",17.7,82.6,5086,"$60,967",2.99,7.18,22.32,2.32,8.21,8.65,1.26,85.39,9.97,0,2.38,0,0,8.4,2.63,2.74,0,0,0,0,0,0,2357,2167,33.18,9.87,5.27,8.06,19.22,57.53,2.86,14.61,42.47,5,4
"09009176000","09","Connecticut","009","New Haven County","176000",12.6,86.2,6733,"$96,997",2.35,8.18,18.89,2.03,9.75,5.12,0.82,90.18,5.38,1.44,2.01,0,0,6.45,0,0.55,0.17,0,0,0,0,0,2478,2461,5.97,6.1,2.56,0.69,0,92.29,1.75,9.81999999999999,7.70999999999999,5,4
"09009180100","09","Connecticut","009","New Haven County","180100",20.1,80.3,6664,"$65,966",5.82,7.89,20.86,11.11,6.54,9.78,4.05,80.96,11.76,0.45,0.74,0,0,10.08,1.48,1.64,0.86,0,0,0.19,0,0,3195,2767,34.91,21.27,14.73,13.4,18.12,61.56,0.72,19.04,38.44,5,4
"09009180200","09","Connecticut","009","New Haven County","180200",23.2,70,5740,"$57,279",4.58,5.31,14.56,12.49,15.54,12.32,0.12,64.32,24.53,0,9.37,0,0.14,9.55,8.01,6.48,0.44,0,0,0,0,0,2542,2284,41.46,13.74,11.03,10.15,14.71,61.64,4.38,35.68,38.36,5,4
"09009180300","09","Connecticut","009","New Haven County","180300",21.6,73.4,2294,"$46,071",4.58,6.28,19.83,17.79,14.37,10.88,4.88,82.04,7.8,0,2.62,0,0,9.15,2.95,2.15,1.78,0,0,0,0,0.32,1116,1016,54.23,19.14,17.57,8.96,27.42,46.59,3.15,17.96,53.41,4,4
"09009180400","09","Connecticut","009","New Haven County","180400",17.5,77.5,2845,"$78,500",1.37,10.76,18.84,3.07,10.38,14.83,5.48,80.74,10.76,0,3.02,0,0,7.63,0.78,1.92,0.61,0,0,0.36,0,0,961,896,16.96,5.09,2.82,6.76,9.89,85.12,0,19.26,14.88,5,4
"09009180500","09","Connecticut","009","New Haven County","180500",19.5,72.4,4601,"$65,802",5.93,10.35,15.82,4.46,16.05,13.58,2.56,75.33,12.67,0.17,8.13,0,0.52,11.26,1.9,2.5,0.18,1.43,0,0,0,0,1833,1688,18.9,18.89,11.98,7.91,1.75,68.9,2.31,24.67,31.1,5,5
"09009180601","09","Connecticut","009","New Haven County","180601",16.1,82,2796,"$63,810",1.82,6.94,23.46,7.08,10.46,12.02,0.82,89.74,7.87,0,0.57,0,0,4.43,1.36,0.84,0,0,0,0.58,0,0,1243,1176,21.43,7.04,6.34,5.39,10.94,86.65,0,10.26,13.35,5,4
"09009180602","09","Connecticut","009","New Haven County","180602",17,85.4,4075,"$86,055",3.46,8.29,17.01,7.32,14.93,6.48,0.17,89.74,8.34,0,0,0,0,6.63,1.42,1.42,0,0,0,0,0,0.56,1500,1413,9.48,10.61,3.58,5.8,8.87,78.87,1.84,10.26,21.13,5,5
"09009184100","09","Connecticut","009","New Haven County","184100",20.7,74.2,5172,"$63,750",4.52,8.87,17.21,4.95,14.49,7.63,1.88,90.6,3.23,0.72,3.33,0,0,5.38,2.37,0,0,0.32,0,0.36,0,0,2670,2443,61.52,15.59,14.7,8.5,29.25,38.09,0,9.40000000000001,61.91,5,5
"09009184200","09","Connecticut","009","New Haven County","184200",20.6,78.3,4313,"$62,625",8.81,5.19,15.33,8.77,11.04,8.47,4.57,73.15,8.25,0,11.87,0,0.19,18.62,3.36,1.07,1.35,0,0,0,0,0,1953,1847,37.95,26.57,18.75,5.43,17.67,52.59,2.33,26.85,47.41,5,4
"09009184300","09","Connecticut","009","New Haven County","184300",13.9,86,4011,"$82,986",2.17,3.69,29.99,3.42,4.64,5.39,0.25,92.27,5.48,0,1.97,0,0,5.29,0,0.23,0.23,0,0,0.28,0,0,2298,1897,19.93,11.45,10.87,17.45,11.53,71.11,0,7.73,28.89,5,4
"09009184400","09","Connecticut","009","New Haven County","184400",14.2,83.6,3194,"$63,456",0.81,7.08,27.3,5.42,5.69,5.71,0.66,94.99,0.75,0,0.94,0,0.25,4.85,1.15,0,0,0,0,0,0,0,1803,1476,30.01,6.86,11.54,18.14,5.27,79.31,0,5.01000000000001,20.69,5,5
"09009184500","09","Connecticut","009","New Haven County","184500",12.5,85.4,2576,"$101,490",3.88,6.09,21.47,2.6,4.57,2.72,0.12,95.89,1.4,0,2.6,0,0,7.84,1.87,0.69,1.01,0.57,0,0,0,0,1026,963,11.53,11.32,3.67,6.14,4.39,91.42,0,4.11,8.58,5,4
"09009184600","09","Connecticut","009","New Haven County","184600",13.9,83,2917,"$102,419",3.81,8.06,20.33,3.33,7.25,2.55,0,96.67,2.95,0,0.38,0,0,3.53,0,0.36,0,0,0,0,0,0,1383,1172,12.97,10.51,9.43,15.26,0,90.67,0,3.33,9.33,5,5
"09009184700","09","Connecticut","009","New Haven County","184700",18.5,80.1,5901,"$67,986",1.02,9.63,19.89,9.56,14.96,7.56,0.36,88.63,2.44,0,5.76,0,2.81,8.47,0.93,0.75,0,1.16,0,0,0,0,2584,2466,26.16,6.75,6.53,4.57,7.55,59.98,0.53,11.37,40.02,5,4
"09009186100","09","Connecticut","009","New Haven County","186100",14.5,84.5,7349,"$84,672",4.14,6.3,21.96,2.05,7.57,4.63,1.54,88.84,5.61,0,2.83,0,0,5.96,3.05,1.23,0.57,0,0,0,0,0,3180,2920,12.02,13.69,7.77,8.18,10.82,71.54,0.31,11.16,28.46,5,4
"09009186200","09","Connecticut","009","New Haven County","186200",14.2,82.5,6961,"$85,929",3.07,8.99,17.96,4.91,10.4,6.34,4.63,90.35,4.78,0.01,0.23,0,0,4.83,0.71,1.26,0,0,0,0,0,0,2633,2538,11.39,9.02,5.66,3.61,0,91.83,0,9.65000000000001,8.17,5,4
"09009190100","09","Connecticut","009","New Haven County","190100",15.9,82.8,3260,"$75,139",3.31,3.56,29.2,9.01,4.78,5.63,0.12,92.18,7.7,0,0,0,0,6.38,0.55,1.9,0,0,0,0,0,0,1573,1464,34.22,7.9,13.8,6.93,3.62,68.72,0,7.81999999999999,31.28,5,4
"09009190200","09","Connecticut","009","New Haven County","190200",16,91.4,3536,"$103,333",3.08,5.8,27.18,1.92,10.18,3.89,0.08,90.78,2.74,0,3.82,0,0,5.23,2.63,0,0,0,2.16,0,0,0,1890,1522,20.96,8.7,9.3,19.47,9.26,87.67,0.46,9.22,12.33,5,5
"09009190301","09","Connecticut","009","New Haven County","190301",10.5,87.1,6930,"$130,536",4.75,5.82,18.01,3.32,6.81,2.04,0.25,90.46,4.47,0,3.42,0.23,0,6.77,1.69,1.8,0,0.53,0,0,0.32,0,2324,2305,4.38,11.97,6.29,0.82,0.77,97.16,0,9.54000000000001,2.84,5,5
"09009190302","09","Connecticut","009","New Haven County","190302",13.1,85.6,5331,"$96,389",2.34,4.61,19.34,3.84,5.19,3.69,0.77,90.06,3.28,0,3.21,0,0,6.43,2.72,1.4,0,0,0,0,0,0,2171,2024,8.45,6.84,3,6.77,0,93.41,0,9.94,6.59,5,5
"09009190303","09","Connecticut","009","New Haven County","190303",14.3,82.9,3325,"$102,083",4.54,5.92,16.36,4.36,3.8,2.21,0.87,92.99,1.35,0,1.38,0,0,5.89,0.97,0,0.57,1.45,0,0,0,1.1,1333,1238,11.87,14.6,8.9,7.13,3.68,88.3,1.13,7.01000000000001,11.7,5,4
"09009194100","09","Connecticut","009","New Haven County","194100",13.2,88.5,5209,"$81,383",2.67,5.24,31.23,4.12,3.29,2.33,0.06,96.05,1.08,0,1.71,0,0,5.16,1.95,0.49,0.28,0,0,0,0,0,3174,2251,19.41,8.56,6.1,29.08,2.96,89.19,0,3.95,10.81,5,5
"09009194201","09","Connecticut","009","New Haven County","194201",12.7,86.2,7505,"$106,480",4.57,6.48,18.39,1.34,6.29,2.11,0.16,91.82,1.49,0,4.77,0,0,6.42,0,0,0.18,0.31,0,0.8,0,0,2808,2657,10.12,11.26,7.9,5.38,0,93.02,1.28,8.18000000000001,6.98,5,5
"09009194202","09","Connecticut","009","New Haven County","194202",11.5,85.7,5533,"$127,452",6.29,3.54,17.8,2.13,3.45,1.02,1.27,90.51,1.01,0.29,3.51,0,0.13,11.08,0,0.19,0.71,0.46,0,0,0,0.5,1991,1883,8.13,16.31,12.09,5.42,0,95.23,0,9.48999999999999,4.77,5,5
"09009341100","09","Connecticut","009","New Haven County","341100",17.9,80.6,6075,"$84,570",2.57,9.58,14.42,5.12,4.41,8.59,1.43,91.65,5.28,0,0.61,0,0,8.99,3.2,0.83,2.86,0,0,0,0,0,2678,2404,14.56,10.24,3.36,10.23,5.38,70.54,1.16,8.34999999999999,29.46,5,4
"09009343101","09","Connecticut","009","New Haven County","343101",16,87.3,6071,"$115,875",4.04,13,10.57,2.85,5.87,12.91,17.41,64.34,11.02,0.53,4.2,0,0.1,7.05,0.43,2.71,0.65,0,0.5,0,0,0.41,1436,1396,9.38,14.73,20.06,2.79,1.46,93.38,0.79,35.66,6.62,5,5
"09009343102","09","Connecticut","009","New Haven County","343102",13.6,85.9,3851,"$100,568",2.05,4.6,25.55,2.55,6.68,5.07,0.73,84.03,3.64,0,7.92,0,0,10.44,3.37,0.53,0.5,1.78,1.14,0,0,0,1517,1483,26.03,9.01,12.54,2.24,8.44,71.26,0,15.97,28.74,5,5
"09009343200","09","Connecticut","009","New Haven County","343200",16.6,83.1,6266,"$111,000",4.6,6.97,12.05,1.29,10.7,2.81,0.8,82.43,5.01,0,8.38,0,0,11.33,2.12,0.5,0.99,0.97,2.36,0,0,0,2365,2168,8.3,14.98,5.7,8.33,2.83,84.44,1.06,17.57,15.56,5,5
"09009343300","09","Connecticut","009","New Haven County","343300",14.1,86.6,6731,"$97,845",3.68,7.4,22.02,4.46,8.18,3.08,0.83,88.08,4.61,0.01,4.71,0,0,8.42,0.83,0,0,0.51,0,0,0,0,2780,2642,10.83,12.96,5.01,4.96,12.81,82.52,0,11.92,17.48,5,5
"09009343400","09","Connecticut","009","New Haven County","343400",13.8,85.5,6335,"$120,625",2.65,8.22,15.12,0.93,8.96,1.65,0.85,86.6,1.64,0,9.72,0,0,12.87,2.84,0.08,0.86,1.14,0,0,0,0,2525,2356,8.4,6.92,7.79,6.69,1.94,86.77,0.38,13.4,13.23,5,4
"09009344100","09","Connecticut","009","New Haven County","344100",14.5,85.5,4881,"$95,662",2.48,7.87,21,6.07,8.35,5.46,1.25,87.83,3.69,0,5.2,0,0,10.94,1.59,0,0,0.74,0,0,0,0,1865,1760,11.31,9.75,5.63,5.63,3.06,89.17,0,12.17,10.83,5,4
"09009344200","09","Connecticut","009","New Haven County","344200",13.5,86.1,2725,"$119,853",5.58,5.69,16.7,0.77,8.92,1.87,0.73,86.42,4.77,0,7.67,0,0,10.24,0.97,2.1,0.19,0,0,0,0,0,1033,930,10.11,14.68,3.86,9.97,0,100,0,13.58,0,5,5
"09009345100","09","Connecticut","009","New Haven County","345100",22.5,72.9,6918,"$58,149",6.19,8.9,11.56,11.43,10.68,10.08,6.85,77.19,9.68,0.22,4.5,0,0,15.65,4.31,1.25,1.57,0,0,0,0,0,2891,2715,43.17,18.07,4.96,6.09,9.1,54.83,0,22.81,45.17,5,4
"09009345201","09","Connecticut","009","New Haven County","345201",19.3,76.8,7042,"$75,813",6.22,7.38,15.66,9.99,17.11,10.43,4.8,83.58,10.68,0,0,0,0.44,9.2,2.25,1.03,0,0,0,0,0,0,2645,2396,21.08,17.17,9.33,9.41,4.91,77.09,0.58,16.42,22.91,5,4
"09009345202","09","Connecticut","009","New Haven County","345202",16.4,82.2,4239,"$75,161",8.66,7.67,13.56,8.21,8.98,11.95,5.92,78.27,11.04,0,2.08,0,0.19,6.58,1.1,0.21,0.57,0,0,0,0,0,1626,1548,8.59,22,4.57,4.8,2.52,85.3,2.39,21.73,14.7,5,4
"09009345300","09","Connecticut","009","New Haven County","345300",22.2,78.9,6611,"$48,060",9.36,8.09,13.89,7.17,9.29,14.93,9.17,72.56,10.59,0,5.49,0,0.35,25.06,8.82,1.4,0.52,0,0,0,0,0.28,2679,2552,52.66,34.29,15.86,4.74,5.56,40.09,4.82,27.44,59.91,5,4
"09009345400","09","Connecticut","009","New Haven County","345400",19.3,79,6815,"$60,024",7.64,8.48,17.73,10.79,12.45,8.77,3.79,72.25,12.34,0,2.17,0,0,8.19,5.97,4.43,0.33,0.35,0.64,0,0,0,2967,2699,31.79,15.86,6.53,9.03,10.82,63.57,0,27.75,36.43,5,4
"09009346101","09","Connecticut","009","New Haven County","346101",14.6,85,6996,"$96,763",3.95,9.42,18.27,4.69,12.74,4.78,3.96,88.39,4.1,0,1.56,0,0,4.67,0,0.25,0.22,0,0,0.33,0,0,2589,2472,12.26,11.35,3.99,4.52,0,99.46,0,11.61,0.540000000000006,5,5
"09009346102","09","Connecticut","009","New Haven County","346102",14.3,82.5,5920,"$112,357",6.74,4.56,12.23,1.74,5.89,5.07,0.79,93.46,4.88,0,0.34,0,0,5.64,0,0.47,0.53,0.38,0,0,0,0,2031,1918,12.51,17.28,2,5.56,2.07,93.06,0,6.54000000000001,6.94,5,5
"09009347100","09","Connecticut","009","New Haven County","347100",15,84.3,5717,"$100,234",3.36,7.15,20.99,1.45,11.27,8.28,7.77,86.08,4.55,0,0,0,0,6.05,0.6,0.62,0,0,0,0,0,0,2081,2005,8.98,12.45,11.12,3.65,0,84.81,0,13.92,15.19,5,5
"09009347200","09","Connecticut","009","New Haven County","347200",15.4,83.6,4003,"$104,519",2.87,7.89,14.09,7.09,7.56,6.55,2.2,91.53,2.85,0,2.37,0,0.77,6.6,0.86,0.26,0,0,0,0,0,0,1328,1283,15.59,10.99,8.3,3.39,0,89.01,1.64,8.47,10.99,5,5
"09009348111","09","Connecticut","009","New Haven County","348111",14,85.3,2839,"$105,481",2.89,5.6,20.92,22.05,6.04,26.15,0.99,93.2,2.4,0,1.41,0,0,2.32,0.59,0.29,0.18,0,0,0,0,0,933,845,10.53,9.72,4.18,9.43,0,95.5,2.13,6.8,4.5,5,5
"09009348122","09","Connecticut","009","New Haven County","348122",14.4,84.9,4126,"$130,605",4.53,6.33,14.54,6.92,12.14,3.19,1.7,90.14,5.04,0,2.23,0,0,6.5,0.52,1.29,0,0.86,0,0,0,0,1421,1359,6.99,13.85,6.76,4.36,1.48,96.06,0,9.86,3.94,5,5
"09009348123","09","Connecticut","009","New Haven County","348123",16.5,83.7,5748,"$104,808",7.72,6.52,10.93,6.06,10.2,1.52,0.03,88.95,6.23,0,3.62,0,0,6.04,0,0,0.38,0.62,0,0,0,0,1966,1794,5.63,20.66,6.11,8.75,0,93.9,0.67,11.05,6.09999999999999,5,5
"09009348124","09","Connecticut","009","New Haven County","348124",11.3,90.6,2435,"$55,401",2.18,4.19,59.71,6.27,6.74,5.92,0.33,92.36,5.83,0.33,1.15,0,0,8.05,2.13,0,0.92,0,0,0,0,0,1499,1455,24.6,8.32,16.02,2.94,19.41,45.9,0,7.64,54.1,5,5
"09009348125","09","Connecticut","009","New Haven County","348125",12.7,91.6,4579,"$54,551",5.26,1.53,48.79,8.49,3.05,4.59,0.33,84.71,5.46,0,7.1,0,0,11.62,2.32,2.05,0.62,0,0.39,0,0,0,2710,2329,15.76,10.54,11.38,14.06,5.94,58.71,0.77,15.29,41.29,3,2
"09009350100","09","Connecticut","009","New Haven County","350100",30.1,74,3864,"$11,770",4.89,7.66,28,55.32,13.39,46.77,13.59,25.21,51.79,0,8.46,0,0.1,24.04,30.82,26.75,0,0,0,0,1.12,0,2522,2151,99.16,22.58,18.49,14.71,74.39,4.36,0.7,74.79,95.64,3,2
"09009350200","09","Connecticut","009","New Haven County","350200",35.6,59.1,3430,"$22,465",6.44,15.8,6.85,49.71,32.51,29.58,27.52,6.59,65.25,0,0,0,0,16.85,18.45,22.5,0,0,0,0,0,0,1517,1138,76.01,27.37,19.09,24.98,11.01,22.54,8,93.41,77.46,3,3
"09009350300","09","Connecticut","009","New Haven County","350300",36.2,58.7,1893,"$28,000",12.1,13.95,5.12,43.74,41.03,39.48,31.06,12.68,52.35,0,0.74,0,1.74,17.54,16.51,20.07,0,0,0,0,0,0,907,624,78.53,34.02,12.7,31.2,3.31,12.24,12.18,87.32,87.76,3,3
"09009350400","09","Connecticut","009","New Haven County","350400",38.4,61.5,2741,"$17,266",6.64,15.21,4.16,56.51,39.07,38.29,28.2,14.19,55.96,0,0,0,0,14.85,7.84,14.93,0.55,0,0,0,0,0,1206,842,86.34,31.7,27.59,30.18,6.38,8.71,5.82,85.81,91.29,3,3
"09009350500","09","Connecticut","009","New Haven County","350500",35.9,57.9,2446,"$26,628",11.94,8.63,6.95,45.67,34.86,34.46,7.97,11.86,76.74,0,0.98,0,1.76,17.95,16.54,23.49,0,0,0,0,0,0,1026,786,79.26,37.94,23.96,23.39,6.73,10.92,6.87,88.14,89.08,3,3
"09009350800","09","Connecticut","009","New Haven County","350800",32.8,61.3,5906,"$25,135",12.8,13.49,6.37,37.09,28.15,22.28,21.06,22.67,52.74,0,0,0,1.69,9.33,10.24,15.75,0.93,0,0,0,0,0,2411,1865,74.69,36.22,18.73,22.65,15.47,22.4,7.13,77.33,77.6,4,3
"09009350900","09","Connecticut","009","New Haven County","350900",25.7,79.5,2120,"$65,500",9.95,13.96,10.61,21.38,27.36,16.56,27.22,31.42,35.75,0.14,0.14,0,0,11.18,5.7,4.4,0,0,0,0,0,0,698,614,29.48,25.83,11.64,12.03,2.87,77.51,1.79,68.58,22.49,5,4
"09009351000","09","Connecticut","009","New Haven County","351000",25.8,78.3,4237,"$51,091",6.54,10.64,11.92,22.73,27.31,22.94,22.73,25.16,45.95,0,2.17,0,0,14.7,6.34,8.91,0,0,0,0,0,0,1453,1340,40.3,28.6,14.96,7.78,2.75,60.5,1.19,74.84,39.5,4,3
"09009351100","09","Connecticut","009","New Haven County","351100",28.2,69.6,3947,"$33,719",6.23,7.14,10.62,33.65,19.24,22.05,29.11,23.74,38,0,5.17,0,0.33,19.74,9.03,7.27,0,0.16,0,0,0,0,1854,1705,66.57,25.1,16.54,8.04,40.45,30.91,4.75,76.26,69.09,4,3
"09009351200","09","Connecticut","009","New Haven County","351200",32.8,68.8,4243,"$30,000",7.33,13.36,6.58,35.3,32.53,27.67,36.13,17.02,44.69,0,0,0,0.21,13.41,9.5,13.84,0,0,0,0,0,0,1575,1368,70.18,21.54,16.08,13.14,20.19,24.32,1.1,82.98,75.68,3,3
"09009351300","09","Connecticut","009","New Haven County","351300",26.7,74.7,5922,"$50,861",7.78,10.2,13.14,13.02,26.63,13.63,16.53,40.07,34.09,0,2.33,0,0.25,16.08,9.27,9.71,0,1.39,0,0,0,0.44,2241,2039,57.82,20.44,13.64,9.01,21.95,35.43,2.89,59.93,64.57,4,3
"09009351400","09","Connecticut","009","New Haven County","351400",30.5,69.1,4331,"$29,638",9.24,12.21,9.05,34.33,36.95,35.33,11.22,25.95,54.17,0,4.5,0,2.05,14.36,19.83,20.1,0,1.55,0,0,0,0,1651,1402,57.35,21.78,18.7,15.08,3.33,27.86,3.64,74.05,72.14,4,3
"09009351500","09","Connecticut","009","New Haven County","351500",25.5,70.4,5221,"$51,781",4.85,7.58,12.14,21.31,21.46,25.08,20.78,43.13,31.51,0.1,4.06,0,0,17.51,15.83,10.08,0,0,0,0,0,0.5,1914,1775,43.89,21.76,12.75,7.26,1.88,54.39,2.31,56.87,45.61,4,4
"09009351601","09","Connecticut","009","New Haven County","351601",26.9,77.1,3639,"$44,320",10.31,7.23,10.96,26.07,27.07,11.13,8.77,55.34,27.89,0,0.69,0,0.41,13.38,4.9,5.48,0,0,0,0,0,0,1443,1367,52.96,44.98,20.83,5.27,0.42,42.13,2.85,44.66,57.87,4,4
"09009351602","09","Connecticut","009","New Haven County","351602",19.7,75.1,5764,"$49,018",6.04,6.16,19.27,10.72,12.06,17.52,9,70.98,15.15,0,3.19,0,0.78,22.9,8.92,4.75,0.31,0,1.05,0,0,0,2851,2454,29.95,22.91,10.15,13.92,9.72,62.93,2.61,29.02,37.07,5,4
"09009351700","09","Connecticut","009","New Haven County","351700",34.7,61.3,2827,"$26,761",8.67,12.06,8.77,44.96,34.15,26.68,19.07,26.85,49.42,0,0,0,0,8.24,2.44,7.78,0,0,0,0,0,0,1389,984,88.11,27.46,24.14,29.16,15.98,7.7,3.66,73.15,92.3,4,3
"09009351800","09","Connecticut","009","New Haven County","351800",21.3,74,3550,"$56,919",2.73,9.32,16.79,8.3,9.19,12.4,10.56,76,10.23,0,1.77,0,0.68,14.14,3.2,1.56,0,1.59,0.23,0,0,0,1997,1654,44.8,7.33,9.42,17.18,27.89,43.06,1.63,24,56.94,5,4
"09009351900","09","Connecticut","009","New Haven County","351900",20.9,85.1,2409,"$72,260",3.45,18.6,15.32,11.85,10.96,6.82,11.33,62.76,17.35,0.21,4.98,0,1.91,21.25,4.19,2.71,0,0.47,0,0,0,0.04,861,739,22.87,13.58,13.52,14.17,12.89,63.3,0.81,37.24,36.7,5,4
"09009352000","09","Connecticut","009","New Haven County","352000",19.7,78.9,4913,"$72,574",7.25,7.8,11.56,6.86,17.43,6.28,6.29,62.55,17.24,0,3.24,0,4.6,18.99,3.37,1.45,0,0.42,0.33,0,0.75,0,1806,1692,19.68,21.45,10.51,6.31,0.39,87.43,0,37.45,12.57,5,4
"09009352100","09","Connecticut","009","New Haven County","352100",25.8,72.2,3985,"$47,869",6.9,11.57,11.97,25.31,17.62,13.93,20.38,47.83,27.2,0,1.36,0,0.83,13.65,6.88,4.34,0.13,0.19,0,0,0,0,1716,1498,39.12,19.54,13.68,12.7,10.37,56.88,5.67,52.17,43.12,5,4
"09009352200","09","Connecticut","009","New Haven County","352200",34.9,68.8,2613,"$25,927",8.84,13.05,6.58,37.5,52.57,22.96,30.92,18.6,43.63,0,2.18,0.38,0.5,9.8,8.7,10.41,0,0,0,0,0,0,955,816,64.95,21.39,5.22,14.55,21.78,25.55,2.33,81.4,74.45,4,4
"09009352300","09","Connecticut","009","New Haven County","352300",30.3,70.9,3213,"$31,989",11.39,18.58,11.3,27.3,19.95,28.49,21.16,31,47,0,0,0,0,10.08,9.67,11.59,0,0,0,0,0,0,1230,1138,61.07,40.61,19.63,7.48,11.38,37.4,2.81,69,62.6,4,3
"09009352400","09","Connecticut","009","New Haven County","352400",27.2,69.7,2992,"$50,185",5.61,7.72,13.7,17.88,29.32,13.67,15.91,37.87,40.64,0,0.33,0,0,10.13,1.8,8.07,0,0,0,0,0,0,1249,1054,43.26,24.42,7.92,15.61,3.76,63.41,3.32,62.13,36.59,5,4
"09009352500","09","Connecticut","009","New Haven County","352500",24.3,70.2,2713,"$47,025",6.78,9.8,17.47,9.25,16.23,15.25,16.73,55.07,21.6,0,3.54,0,0.29,12.02,9.28,3.8,0.36,0.71,0,0.63,0,0,1258,1078,45.18,21.63,3.9,14.31,15.58,52.15,1.48,44.93,47.85,5,4
"09009352600","09","Connecticut","009","New Haven County","352600",25.2,72.8,5341,"$49,970",6.57,10.37,12.21,13.05,20.22,18.15,16.96,51.26,22.34,0,8.16,0,0.39,18.99,1.82,5.39,0.78,0,0,0.46,0,0,2238,1869,41.57,20.66,9.93,16.49,12.82,50.18,0.91,48.74,49.82,5,4
"09009352701","09","Connecticut","009","New Haven County","352701",24.1,71.5,2830,"$31,446",11.55,5.65,20.11,14.94,13.88,21.47,9.22,58.27,29.05,0,0,0,2.51,19.65,11.14,5.03,1.84,0,0,0,0,0.48,1571,1383,69.2,33.44,18.82,11.97,40.67,19.92,2.6,41.73,80.08,4,4
